,Surface charge (mV),Density (g/cm3),charge density,Type,Coat,Diameter (nm),cell_line,Viability (%),Hydro size (nm),Aspect_Ratio,Ionic radius,Core size (nm),Surface area (m2/g),Topological polar surface area (Å²),average electronegativity,electron_affinity,dose_time,if_oxide
0,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.019778149853495186,0.0,0.5368577384584096,0.1417335141888142,0.010123734533183352,0.007580174927113704,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8125000000000002,0.42659830527879905,1.970944071407336e-09,1.0
1,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.019778149853495186,0.0,0.5238265710799268,0.1417335141888142,0.010123734533183352,0.007580174927113704,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8125000000000002,0.42659830527879905,4.032869279350384e-09,1.0
2,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.019778149853495186,0.0,0.5331374822045963,0.1417335141888142,0.010123734533183352,0.007580174927113704,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8125000000000002,0.42659830527879905,8.065783379510337e-09,1.0
3,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.019778149853495186,0.0,0.5089317673378077,0.1417335141888142,0.010123734533183352,0.007580174927113704,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8125000000000002,0.42659830527879905,1.6131611579830243e-08,1.0
4,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.019778149853495186,0.0,0.49589368517388654,0.1417335141888142,0.010123734533183352,0.007580174927113704,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8125000000000002,0.42659830527879905,6.258963230112532e-08,1.0
5,0.2894173810412572,-0.010260893019843932,-0.027633999928712388,1.0,0.0,0.08183340309753034,1.0,0.46313997356111447,0.1417335141888142,0.010123734533183352,0.0029154518950437326,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.7283653846153848,0.9049050507571914,1.0192598272718695e-12,0.0
6,0.2894173810412572,-0.010260893019843932,-0.027633999928712388,1.0,0.0,0.08183340309753034,1.0,0.3946569554606467,0.1417335141888142,0.010123734533183352,0.0029154518950437326,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.7283653846153848,0.9049050507571914,2.083340464112663e-12,0.0
7,0.2894173810412572,-0.010260893019843932,-0.027633999928712388,1.0,0.0,0.08183340309753034,1.0,0.2756431767337808,0.1417335141888142,0.010123734533183352,0.0029154518950437326,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.7283653846153848,0.9049050507571914,4.21150173779425e-12,0.0
8,0.2894173810412572,-0.010260893019843932,-0.027633999928712388,1.0,0.0,0.08183340309753034,1.0,0.2240307250355908,0.1417335141888142,0.010123734533183352,0.0029154518950437326,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.7283653846153848,0.9049050507571914,5.8338468282882716e-12,0.0
9,-1.4707097543638494,-0.010260893019843932,-0.6584507777904358,1.0,0.0,0.053484721640853904,1.0,0.3792310351840553,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.8204831471739944e-11,1.0
10,-1.4707097543638494,-0.010260893019843932,-0.6584507777904358,1.0,0.0,0.053484721640853904,1.0,0.33585034573927197,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,6.898683901829769e-11,1.0
11,-1.4707097543638494,-0.010260893019843932,-0.6584507777904358,1.0,0.0,0.053484721640853904,1.0,0.24489088875330486,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.4120344059697543e-10,1.0
12,-1.4707097543638494,-0.010260893019843932,-0.6584507777904358,1.0,0.0,0.053484721640853904,1.0,0.4307192902176124,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.756784312157772e-11,1.0
13,-1.4707097543638494,-0.010260893019843932,-0.6584507777904358,1.0,0.0,0.053484721640853904,1.0,0.3491601077893024,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.3696347604331387e-10,1.0
14,-1.4707097543638494,-0.010260893019843932,-0.6584507777904358,1.0,0.0,0.053484721640853904,1.0,0.23072849298352655,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.380184988461643e-10,1.0
15,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.4284607484238357,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.4145753515212546e-14,1.0
16,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.33134299369534265,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.4578829435417277e-13,1.0
17,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.23422522371364654,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,5.363973982772698e-13,1.0
18,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.08569215476916821,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,6.872964879127669e-13,1.0
19,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.07426653447223917,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.4194137853944579e-12,1.0
20,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.3827582875737238,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.0498044926333433e-13,1.0
21,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.22279959833231647,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.4802610942375224e-13,1.0
22,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.07997934207850316,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,5.408730284164286e-13,1.0
23,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.06855372178157414,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.8612702296620454e-12,1.0
24,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.06855372178157414,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.88364838035784e-12,1.0
25,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.13949301403294692,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.4145753515212546e-14,1.0
26,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.06306706324994919,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.0498044926333433e-13,1.0
27,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.06293176733780761,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,5.363973982772698e-13,1.0
28,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.0,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,7.041854845923684e-13,1.0
29,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.0,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.453191778753661e-12,1.0
30,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.1533684665446411,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.3301011215695213e-14,1.0
31,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.05791295505389467,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.0160264992741402e-13,1.0
32,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.029165598942444564,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,5.363973982772698e-13,1.0
33,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.0,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,5.069116951041696e-13,1.0
34,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.0,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,1.33451045211381e-12,1.0
35,0.10685206221498605,-0.010260893019843932,-0.09306408384408844,1.0,0.0,0.24863959815822514,0.0,0.0,0.1417335141888142,0.010123734533183352,0.005053449951409135,0.3777788537323506,0.12546312873307075,0.32844154705177303,0.8149038461538465,0.6457694581202715,2.88364838035784e-12,1.0
